Frage,Antwort,Kategorie
Wie hoch war das Handelsvolumen?,127015200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,164.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,165.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,157.32000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,122515800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,161.8300018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,163.27999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,158.8300018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,109015000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,165.49000549316406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,158.92999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,128259700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,160.61000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,165.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,159.91000366210938,Tiefstkurs
Wie hoch war das Handelsvolumen?,119728000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,161.1999969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,162.9499969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,159.64999389648438,Tiefstkurs
Wie hoch war das Handelsvolumen?,95108500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,170.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,170.7899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,163.50999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,107440900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,171.7899932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,173.8000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,169.19000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,112249400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,169.14999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,169.82000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,166.55999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,88965000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,168.5399932861328,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,174.42999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,166.67999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,119840700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,172.0800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,173.57000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,166.7899932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,103889900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,167.97999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,177.3800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,167.22999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,157577100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,166.35000610351562,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,169.75999450683594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,164.5500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,105592500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,166.52000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,169.52000427246094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,164.35000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,98288800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,173.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,174.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,167.19000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,125473600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,176.88999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,177.05999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,172.4499969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,109520300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,180.13999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,181.9499969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,176.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,136024200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,188.8699951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,189.32000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,132001400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,185.77000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,192.9600067138672,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,185.25999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,156952100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,182.89999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,184.22000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,178.22000122070312,Tiefstkurs
Wie hoch war das Handelsvolumen?,137605100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,184.47000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,186.77999877929688,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,180.5800018310547,Tiefstkurs
Wie hoch war das Handelsvolumen?,96870700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,193.1699981689453,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,198.60000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,184.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,162061500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,201.16000366210938,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,204.47999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,197.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,128818700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,203.92999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,203.9499969482422,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,195.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,150711700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,207.52000427246094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,209.8000030517578,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,199.3699951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,148029900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,213.97000122070312,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,217.25,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,209.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,164129000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,217.61000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.2899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,214.52000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,151143100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,221.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,221.91000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,212.52999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,146911600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,224.57000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,230.8300018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.1999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,185710800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,234.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,235.22999572753906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,223.00999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,164489700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,244.39999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,252.4199981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,242.02000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,199882300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,249.8300018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,250.97000122070312,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,244.58999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,150337900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,258.7099914550781,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,259.67999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,251.33999633789062,Tiefstkurs
Wie hoch war das Handelsvolumen?,162384300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,256.7900085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,261.57000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,250.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,170575500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,255.89999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,258.95001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,247.2899932861328,Tiefstkurs
Wie hoch war das Handelsvolumen?,160171200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,260.5400085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,263.6000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,257.2099914550781,Tiefstkurs
Wie hoch war das Handelsvolumen?,167563700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,274.45001220703125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,274.75,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,261.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,165611200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,259.4599914550781,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,276.989990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,257.7799987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,211797100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,264.6099853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,265.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,248.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,166875900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,256.6000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,262.45001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,252.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,176584100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,241.0500030517578,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,258.3699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,240.6999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,179990600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,250.2100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,250.38999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,240.85000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,164968200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,256.239990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,259.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,248.88999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,159770800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,257.5,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,260.739990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,253.61000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,131283400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,261.7699890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,264.45001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,259.8900146484375,Tiefstkurs
Wie hoch war das Handelsvolumen?,112267600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,279.82000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,284.25,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,275.1099853515625,Tiefstkurs
Wie hoch war das Handelsvolumen?,119685900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,282.4800109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,283.8500061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,277.6000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,131530900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,276.5400085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,279.9700012207031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,272.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,120332100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,274.42999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,280.7799987792969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,273.7699890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,113602000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,269.6099853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,277.5199890136719,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,265.1000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,119425400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,269.7900085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,270.8999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,266.3699951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,91972400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,271.989990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,276.5199890136719,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,271.4599914550781,Tiefstkurs
Wie hoch war das Handelsvolumen?,95672100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,277.8999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,279.45001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,270.6000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,112681500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,281.3800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,285.29998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,276.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,119771100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,290.3800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,292.2300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,283.57000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,131569600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,293.3399963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,295.260009765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,286.010009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,112434700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,291.260009765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,299.2900085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,289.5199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,142355400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,262.8999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,280.92999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,261.20001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,175158300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,260.0199890136719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,268.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,161050100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,269.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,269.8500061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,254.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,136508500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,265.2799987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,272.8999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,265.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,112757300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,264.3500061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,268.0400085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,261.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,95856200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,255.7100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,269.1300048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,255.3000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,103697300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,266.44000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,267.25,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,258.2300109863281,Tiefstkurs
Wie hoch war das Handelsvolumen?,111446000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,267.42999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,269.0799865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,263.7799987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,84582200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,261.07000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,266.4700012207031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,260.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,83166000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,254.11000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,259.5199890136719,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,250.49000549316406,Tiefstkurs
Wie hoch war das Handelsvolumen?,101752900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,259.32000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,260.489990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,252.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,97569100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,253.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,264.7699890136719,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,253.11000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,99242600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,251.4499969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,253.64999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,242.75999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,111097900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,249.6999969482422,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,250.9199981689453,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,245.00999450683594,Tiefstkurs
Wie hoch war das Handelsvolumen?,96642200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,242.19000244140625,Schlusskurs
